proteinID,taxaID,cladeID,scientificName,genus,species
A0A1A8QJ81,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8QMC1,704102,E,Nothobranchius pienaari,Nothobranchius,pienaari
A0A1A8QMG0,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8QQ27,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8QSR1,704102,E,Nothobranchius pienaari,Nothobranchius,pienaari
A0A1A8R126,704102,E,Nothobranchius pienaari,Nothobranchius,pienaari
A0A1A8R580,704102,E,Nothobranchius pienaari,Nothobranchius,pienaari
A0A1A8R5T2,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8R8W9,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RC39,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8REL6,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RG80,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RIY4,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RJ92,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RL27,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RL91,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RN07,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RP27,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RQB1,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8RVN0,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8S0W1,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8S2J6,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8S3S6,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8SGY4,451742,E,Nothobranchius rachovii,Nothobranchius,rachovii
A0A1A8TZN6,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8UJD3,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8UM58,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8UR89,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8USX3,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8USZ3,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8UZY8,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8V0H3,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8V0R8,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8V6T1,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8VE79,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8VG04,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8VH73,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8VLF6,105023,E,Nothobranchius furzeri,Nothobranchius,furzeri
A0A1A8WT28,5858,E,Plasmodium malariae,Plasmodium,malariae
A0A1A9TBL2,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9TGE5,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9TJH9,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9TLD6,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9TUD4,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9TVT1,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9U1F1,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9U302,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9U5D3,30069,E,Anopheles stephensi,Anopheles,stephensi
A0A1A9UM17,7395,E,Glossina austeni,Glossina,austeni
A0A1A9UZI6,7395,E,Glossina austeni,Glossina,austeni
A0A1A9V1I2,7395,E,Glossina austeni,Glossina,austeni
A0A1A9V5X9,7395,E,Glossina austeni,Glossina,austeni
A0A1A9V7K7,7395,E,Glossina austeni,Glossina,austeni
A0A1A9VAA2,7395,E,Glossina austeni,Glossina,austeni
A0A1A9W1L4,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9W2U8,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9WER1,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9WJQ1,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9WPW2,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9WQP3,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9WRN9,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9WTN2,37001,E,Glossina brevipalpis,Glossina,brevipalpis
A0A1A9Z4A3,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1A9ZCX7,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1A9ZE37,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1A9ZLS0,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1A9ZM86,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1A9ZTC1,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1A9ZU54,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1A9ZVC9,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1B0A4C1,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1B0A5U4,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1B0A643,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1B0AFE4,7398,E,Glossina pallidipes,Glossina,pallidipes
A0A1B0CAV9,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0CCM5,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0CDN6,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0CE59,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0CI24,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0CSH1,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0CSI9,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0CYU1,29031,E,Phlebotomus papatasi,Phlebotomus,papatasi
A0A1B0D0M9,29031,E,Phlebotomus papatasi,Phlebotomus,papatasi
A0A1B0D600,29031,E,Phlebotomus papatasi,Phlebotomus,papatasi
A0A1B0D741,29031,E,Phlebotomus papatasi,Phlebotomus,papatasi
A0A1B0DPP8,29031,E,Phlebotomus papatasi,Phlebotomus,papatasi
A0A1B0F0A2,29031,E,Phlebotomus papatasi,Phlebotomus,papatasi
A0A1B0GJB6,7200,E,Lutzomyia longipalpis,Lutzomyia,longipalpis
A0A1B0PL96,30327,E,Anaxyrus canorus,Anaxyrus,canorus
A0A1B0PQS8,1550478,E,Plectorhinchus goldmanni,Plectorhinchus,goldmanni
A0A1B0QVT3,1606441,E,Diospyros sp. LHM-2015,Diospyros, LHM-2015
A0A1B0RHU8,126323,E,Pteronotropis euryzonus,Pteronotropis,euryzonus
A0A1B0Y9T8,1859884,E,Harpacticoida sp. 7381015,Harpacticoida, 7381015
A0A1B0YU88,4694,E,Medeola virginiana,Medeola,virginiana
A0A1B0YUN5,59025,E,Burchardia umbellata,Burchardia,umbellata
A0A1B0Z8L0,476440,E,Pseudo-nitzschia granii,Pseudo-nitzschia,granii
A0A1B0ZA66,1859646,E,Achroiostachys humicola,Achroiostachys,humicola
A0A1B0ZBC5,1859978,E,Parvothecium terrestre,Parvothecium,terrestre
A0A1B1EVN7,588596,E,Rhizophagus irregularis,Rhizophagus,irregularis
A0A1B1FI18,616968,E,Rubus rufus,Rubus,rufus
A0A1B1JBL7,1872688,E,Chimonocalamus sp. Clark & Reiners s.n.,Chimonocalamus, Clark & Reiners s.n.
A0A1B1JBM3,1872688,E,Chimonocalamus sp. Clark & Reiners s.n.,Chimonocalamus, Clark & Reiners s.n.
A0A1B1R1Y7,753147,E,Adscita statices,Adscita,statices
A0A1B1RFK4,1594375,E,Nemapogon wolffiella,Nemapogon,wolffiella
A0A1B1UU30,43166,E,Citrus aurantium,Citrus,aurantium
A0A1B1UUG7,1240007,E,Scutiger ningshanensis,Scutiger,ningshanensis
A0A1B1VX24,1735905,E,Silis sp. MSC1278,Silis, MSC1278
A0A1B1VXU8,1542188,E,Pleocoma australis,Pleocoma,australis
A0A1B1XW14,742084,E,Pareuptychia binocula,Pareuptychia,binocula
A0A1B2BTT5,1875190,E,Atopsyche acahuana,Atopsyche,acahuana
A0A1B2C4S8,1878722,E,Trichoptera sp. INB0004360109,Trichoptera, INB0004360109
A0A1B2CT05,32117,E,Gymnocarpium oyamense,Gymnocarpium,oyamense
A0A1B2FQX2,171226,E,Enkianthus chinensis,Enkianthus,chinensis
A0A1B2J7X8,4922,E,Komagataella pastoris,Komagataella,pastoris
A0A1B2J9T2,4922,E,Komagataella pastoris,Komagataella,pastoris
A0A1B2JBT2,4922,E,Komagataella pastoris,Komagataella,pastoris
A0A1B2JCX3,4922,E,Komagataella pastoris,Komagataella,pastoris
A0A1B2JD92,4922,E,Komagataella pastoris,Komagataella,pastoris
A0A1B2JFH4,4922,E,Komagataella pastoris,Komagataella,pastoris
A0A1B2L097,1887191,E,Eukiefferiella sp. BOLD-2016,Eukiefferiella, BOLD-2016
A0A1B2NFD3,1887589,E,Phyllocnistis sp. BOLD-2016,Phyllocnistis, BOLD-2016
A0A1B2NLF4,56364,E,Agrotis ipsilon,Agrotis,ipsilon
A0A1B2NMC4,943753,E,Scythris noricella,Scythris,noricella
A0A1B2NUD4,1888780,E,Pelochrista sp. BOLD-2016,Pelochrista, BOLD-2016
A0A1B2P4T8,572747,E,Ectropis crepuscularia,Ectropis,crepuscularia
A0A1B2Q278,1887739,E,Diadegma sp. BOLD-2016,Diadegma, BOLD-2016
A0A1B2Q5E8,1887779,E,Euura sp. BOLD-2016,Euura, BOLD-2016
A0A1B2QL82,1881784,E,Pegomya sp. BOLD-2016,Pegomya, BOLD-2016
A0A1B2RUE9,1889048,E,Trochila craterium,Trochila,craterium
A0A1B2S175,1881804,E,Lasius sp. BOLD-2016,Lasius, BOLD-2016
A0A1B2S866,1887687,E,Aphelinus sp. BOLD-2016,Aphelinus, BOLD-2016
A0A1B2SK74,1887940,E,Trioxys sp. BOLD-2016,Trioxys, BOLD-2016
A0A1B2SMN1,704184,E,Ephedrus incompletus,Ephedrus,incompletus
A0A1B2T0J0,1887674,E,Aleiodes sp. BOLD-2016,Aleiodes, BOLD-2016
A0A1B2T9C3,1887682,E,Apanteles sp. BOLD-2016,Apanteles, BOLD-2016
A0A1B2TB83,1881769,E,Gonatocerus sp. BOLD-2016,Gonatocerus, BOLD-2016
A0A1B2TJ35,1887885,E,Praon sp. BOLD-2016,Praon, BOLD-2016
A0A1B2VD45,1881751,E,Cecidomyiidae sp. BOLD-2016,Cecidomyiidae, BOLD-2016
A0A1B2VPP8,1828790,E,Orthocladius olivaceus,Orthocladius,olivaceus
A0A1B2WIQ1,1881751,E,Cecidomyiidae sp. BOLD-2016,Cecidomyiidae, BOLD-2016
A0A1B2WR75,1881763,E,Dolichopodidae sp. BOLD-2016,Dolichopodidae, BOLD-2016
A0A1B2XHP5,1720822,E,Cerodontha biseta,Cerodontha,biseta
A0A1B2XYF3,1881751,E,Cecidomyiidae sp. BOLD-2016,Cecidomyiidae, BOLD-2016
A0A1B2YKK2,9915,E,Bos indicus,Bos,indicus
A0A1B3B795,219539,E,Scaeva pyrastri,Scaeva,pyrastri
A0A1B3J158,9902,E,Bison bonasus,Bison,bonasus
A0A1B3LGZ4,61092,E,Crocidura lepidura,Crocidura,lepidura
A0A1B3SXZ8,1881797,E,Telenomus sp. BOLD-2016,Telenomus, BOLD-2016
A0A1B3TB98,1260869,E,Scatopsciara atomaria,Scatopsciara,atomaria
A0A1B3TFS7,1887190,E,Einfeldia sp. BOLD-2016,Einfeldia, BOLD-2016
A0A1B3V156,1887684,E,Aperileptus sp. BOLD-2016,Aperileptus, BOLD-2016
A0A1B3VSL0,1886968,E,Keroplatidae sp. BOLD-2016,Keroplatidae, BOLD-2016
A0A1B3W1M3,1886996,E,Milichiidae sp. BOLD-2016,Milichiidae, BOLD-2016
A0A1B4XBJ9,573841,E,Sordaria araneosa,Sordaria,araneosa
A0A1B4YBB5,1806630,E,Caloptilia cf. protiella RN-2016,Caloptilia,cf. protiella RN-2016
A0A1B4Z3F6,373177,E,Branchiostoma japonicum,Branchiostoma,japonicum
A0A1B4Z9I2,37347,E,Tupaia belangeri,Tupaia,belangeri
A0A1B5KSN1,1159556,E,Ustilaginoidea virens,Ustilaginoidea,virens
A0A1B5KZB2,1159556,E,Ustilaginoidea virens,Ustilaginoidea,virens
A0A1B5L4Y0,1159556,E,Ustilaginoidea virens,Ustilaginoidea,virens
A0A1B5L863,1159556,E,Ustilaginoidea virens,Ustilaginoidea,virens
A0A1B6BYP6,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6BZ94,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6C5G7,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6C7I4,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6C8V9,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6CFS9,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6CQ71,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6CYA4,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6D3F3,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6DAS1,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6DBV7,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6DKD9,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6DQG6,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6EAV8,38151,E,Clastoptera arizonana,Clastoptera,arizonana
A0A1B6F1Y0,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6FJK3,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6G4Z8,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6G598,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6G740,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6G7R1,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6GA37,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6GIY7,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6GNU6,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6GYW6,1464854,E,Cuerna arida,Cuerna,arida
A0A1B6H7T4,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6HYV4,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6I1X1,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6III6,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6IUH3,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6IW76,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6IXE0,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6IZV2,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6JCA3,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6JD43,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6JF38,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6JRC8,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6K5Y2,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6K720,320908,E,Homalodisca liturata,Homalodisca,liturata
A0A1B6L113,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6L213,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6L2U2,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6LAE7,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6LB35,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6LC15,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6LIF7,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6LMT0,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6LRC9,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6LZD1,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6M3U5,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6MMN3,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6MRP6,36148,E,Graphocephala atropunctata,Graphocephala,atropunctata
A0A1B6P6Y1,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6PAD5,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6PAW7,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6PE03,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6PRK2,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6QD81,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6QEE4,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6QFG0,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B6QMB1,4558,E,Sorghum bicolor,Sorghum,bicolor
A0A1B7NNM1,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7NNP3,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7NQ55,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7NQ70,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7NRK6,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7NSQ1,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7P0S1,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7P5A1,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7P773,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7P7F8,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7P892,1658172,E,Emmonsia sp. CAC-2015a,Emmonsia, CAC-2015a
A0A1B7SDP7,460523,E,Ogataea polymorpha,Ogataea,polymorpha
A0A1B7SHB0,460523,E,Ogataea polymorpha,Ogataea,polymorpha
A0A1B7SIG2,460523,E,Ogataea polymorpha,Ogataea,polymorpha
A0A1B8ABJ9,36050,E,Fusarium poae,Fusarium,poae
A0A1B8AE30,36050,E,Fusarium poae,Fusarium,poae
A0A1B8AEJ0,36050,E,Fusarium poae,Fusarium,poae
A0A1B8AL96,36050,E,Fusarium poae,Fusarium,poae
A0A1B8ALM9,36050,E,Fusarium poae,Fusarium,poae
A0A1B8AMY0,36050,E,Fusarium poae,Fusarium,poae
A0A1B8AUG8,36050,E,Fusarium poae,Fusarium,poae
A0A1B8B8X4,36050,E,Fusarium poae,Fusarium,poae
A0A1B8BVQ9,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8BYZ3,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8C0K8,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8C2Z1,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8C348,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8C4I1,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8C701,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8C9K7,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8CMJ1,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8CPF2,1622147,E,Pseudogymnoascus sp. WSF 3629,Pseudogymnoascus, WSF 3629
A0A1B8D1J2,1622150,E,Pseudogymnoascus sp. 24MN13,Pseudogymnoascus, 24MN13
A0A1B8DAZ3,1622150,E,Pseudogymnoascus sp. 24MN13,Pseudogymnoascus, 24MN13
A0A1B8DB99,1622150,E,Pseudogymnoascus sp. 24MN13,Pseudogymnoascus, 24MN13
A0A1B8DFY9,1622150,E,Pseudogymnoascus sp. 24MN13,Pseudogymnoascus, 24MN13
A0A1B8DHB6,1622150,E,Pseudogymnoascus sp. 24MN13,Pseudogymnoascus, 24MN13
A0A1B8DJC5,1622150,E,Pseudogymnoascus sp. 24MN13,Pseudogymnoascus, 24MN13
A0A1B8DKP9,1622150,E,Pseudogymnoascus sp. 24MN13,Pseudogymnoascus, 24MN13
A0A1B8DQG9,1524831,E,Pseudogymnoascus sp. 23342-1-I1,Pseudogymnoascus, 23342-1-I1
A0A1B8DS67,1524831,E,Pseudogymnoascus sp. 23342-1-I1,Pseudogymnoascus, 23342-1-I1
A0A1B8DUU7,1524831,E,Pseudogymnoascus sp. 23342-1-I1,Pseudogymnoascus, 23342-1-I1
A0A1B8DUW1,1524831,E,Pseudogymnoascus sp. 23342-1-I1,Pseudogymnoascus, 23342-1-I1
A0A1B8EEF3,1524831,E,Pseudogymnoascus sp. 23342-1-I1,Pseudogymnoascus, 23342-1-I1
A0A1B8EII7,1622149,E,Pseudogymnoascus sp. 05NY08,Pseudogymnoascus, 05NY08
A0A1B8EJ06,1622149,E,Pseudogymnoascus sp. 05NY08,Pseudogymnoascus, 05NY08
A0A1B8EXW7,1622149,E,Pseudogymnoascus sp. 05NY08,Pseudogymnoascus, 05NY08
A0A1B8EZB6,1622149,E,Pseudogymnoascus sp. 05NY08,Pseudogymnoascus, 05NY08
A0A1B8F8X8,1622149,E,Pseudogymnoascus sp. 05NY08,Pseudogymnoascus, 05NY08
A0A1B8F9K3,1622149,E,Pseudogymnoascus sp. 05NY08,Pseudogymnoascus, 05NY08
A0A1B8FAV4,1622149,E,Pseudogymnoascus sp. 05NY08,Pseudogymnoascus, 05NY08
A0A1B8FG73,1622148,E,Pseudogymnoascus sp. 03VT05,Pseudogymnoascus, 03VT05
A0A1B8FH95,1622148,E,Pseudogymnoascus sp. 03VT05,Pseudogymnoascus, 03VT05
A0A1B8FLL7,1622148,E,Pseudogymnoascus sp. 03VT05,Pseudogymnoascus, 03VT05
A0A1B8FPK1,1622148,E,Pseudogymnoascus sp. 03VT05,Pseudogymnoascus, 03VT05
A0A1B8FWW7,1622148,E,Pseudogymnoascus sp. 03VT05,Pseudogymnoascus, 03VT05
A0A1B8G3Z4,1622148,E,Pseudogymnoascus sp. 03VT05,Pseudogymnoascus, 03VT05
A0A1B8GA85,342668,E,Pseudogymnoascus verrucosus,Pseudogymnoascus,verrucosus
A0A1B8GE85,342668,E,Pseudogymnoascus verrucosus,Pseudogymnoascus,verrucosus
A0A1B8GEK3,342668,E,Pseudogymnoascus verrucosus,Pseudogymnoascus,verrucosus
A0A1B8GR94,342668,E,Pseudogymnoascus verrucosus,Pseudogymnoascus,verrucosus
A0A1B8GY43,342668,E,Pseudogymnoascus verrucosus,Pseudogymnoascus,verrucosus
A0A1B8Y9E5,8364,E,Xenopus tropicalis,Xenopus,tropicalis
A0A1C1CKU0,86049,E,Cladophialophora carrionii,Cladophialophora,carrionii
A0A1C1CNE8,86049,E,Cladophialophora carrionii,Cladophialophora,carrionii
A0A1C1CNY8,86049,E,Cladophialophora carrionii,Cladophialophora,carrionii
A0A1C1WU12,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1WUA4,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1X8G2,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1XAG4,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1XDK5,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1XH35,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1XNB6,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1XQ53,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C1XRL6,158607,E,Diaporthe helianthi,Diaporthe,helianthi
A0A1C3KB55,5858,E,Plasmodium malariae,Plasmodium,malariae
A0A1C3KCX9,5858,E,Plasmodium malariae,Plasmodium,malariae
A0A1C3KNB4,36330,E,Plasmodium ovale,Plasmodium,ovale
A0A1C3L2U7,5858,E,Plasmodium malariae,Plasmodium,malariae
A0A1C3PI47,9606,E,Homo sapiens,Homo,sapiens
A0A1C7D3A1,191923,E,Haematoxylum brasiletto,Haematoxylum,brasiletto
A0A1C7M1L0,5627,E,Grifola frondosa,Grifola,frondosa
A0A1C7M5B8,5627,E,Grifola frondosa,Grifola,frondosa
A0A1C7M616,5627,E,Grifola frondosa,Grifola,frondosa
A0A1C7ME04,5627,E,Grifola frondosa,Grifola,frondosa
A0A1C7MH28,5627,E,Grifola frondosa,Grifola,frondosa
A0A1C7MIQ6,5627,E,Grifola frondosa,Grifola,frondosa
A0A1C7N929,101091,E,Choanephora cucurbitarum,Choanephora,cucurbitarum
A0A1C7N9I9,101091,E,Choanephora cucurbitarum,Choanephora,cucurbitarum
A0A1C7NA13,101091,E,Choanephora cucurbitarum,Choanephora,cucurbitarum
A0A1C7NAH6,101091,E,Choanephora cucurbitarum,Choanephora,cucurbitarum
A0A1C7NIA0,101091,E,Choanephora cucurbitarum,Choanephora,cucurbitarum
A0A1C7NJ99,101091,E,Choanephora cucurbitarum,Choanephora,cucurbitarum
A0A1C7NMU6,101091,E,Choanephora cucurbitarum,Choanephora,cucurbitarum
A0A1C8DSR5,196064,E,Calonectria pseudonaviculata,Calonectria,pseudonaviculata
A0A1C8FMQ8,7957,E,Carassius auratus,Carassius,auratus
A0A1C8M429,301681,E,Pyropteron triannuliforme,Pyropteron,triannuliforme
A0A1C8XWA4,1881792,E,Sciaridae sp. BOLD-2016,Sciaridae, BOLD-2016
A0A1C9CIF7,110510,E,Rhodochaete parvula,Rhodochaete,parvula
A0A1C9DF18,1887117,E,Parakiefferiella sp. BOLD-2016,Parakiefferiella, BOLD-2016
A0A1C9DP96,1888799,E,Tineidae sp. BOLD-2016,Tineidae, BOLD-2016
A0A1C9E226,1881743,E,Alysiinae sp. BOLD-2016,Alysiinae, BOLD-2016
A0A1C9F0Z6,1881783,E,Orthocladiinae sp. BOLD-2016,Orthocladiinae, BOLD-2016
A0A1C9F3M8,1291955,E,Spilogona pacifica,Spilogona,pacifica
A0A1C9FY72,1887804,E,Ichneumoninae sp. BOLD-2016,Ichneumoninae, BOLD-2016
A0A1C9G1J0,1895159,E,Spilomena troglodytes,Spilomena,troglodytes
A0A1C9GV89,397147,E,Mycetophila fungorum,Mycetophila,fungorum
A0A1C9HBF4,1380089,E,Ummidia algeriana,Ummidia,algeriana
A0A1C9HFH2,1470420,E,Chrysoglossum ornatum,Chrysoglossum,ornatum
A0A1C9HFJ1,1898841,E,Parasenecio delphiniphyllus,Parasenecio,delphiniphyllus
A0A1C9I8L7,1899216,E,Asaccus gardneri,Asaccus,gardneri
A0A1C9IHQ4,588596,E,Rhizophagus irregularis,Rhizophagus,irregularis
A0A1C9ILY7,1887212,E,Forcipomyia sp. BOLD-2016,Forcipomyia, BOLD-2016
